0.099636,0.018999,0.225349,0.000122,0.018999,0.875016,0,0.155798,0.068408,0.070398,0.063455,0.079249,0.18688,0.318623,0.286013,0.085964,0.026151,0,0.097019,0.00459,0.000636,0,0,0.023611,0.001638,0
0.076242,0.01066,0.322926,0.000069,0.01066,0.896416,0,0.076675,0.055373,0.055872,0.062378,0.071487,0.211249,0.28761,0.249431,0.087837,0.043906,0,0.07686,0.001075,0.000707,0.00001,0,0.016716,0.000178,0
0.063333,0.011901,0.547394,0.000077,0.011901,0.732879,0,0.085856,0.048943,0.052517,0.048203,0.059944,0.171364,0.269091,0.225739,0.086142,0.026151,0,0.054391,0.000873,0.00037,0,0,0.006946,0.000154,0
0.076999,0.010998,0.349228,0.000071,0.010998,0.800693,0,0.097084,0.050074,0.03958,0.025205,0.07727,0.259617,0.33806,0.245855,0.090779,0.026151,0,0.060989,0.000889,0.005621,0,0,0.007374,0.000169,0
0.081795,0.014693,0.755059,0.000095,0.014693,0.485844,0,0.10621,0.058994,0.045714,0.034648,0.07853,0.292331,0.381408,0.2952,0.087688,0.04445,0,0.082054,0.000635,0.000357,0.000005,0,0.007191,0.00008,0
0.126493,0.025079,0.48172,0.000161,0.025079,0.70299,0,0.150372,0.09138,0.08692,0.067899,0.059572,0.203355,0.320399,0.25818,0.08548,0.026151,0,0.079077,0.01912,0.002302,0,0,0.006674,0.010185,0
0.030218,0.006204,0.102543,0.00004,0.006204,0.969537,0,0.078214,0.050473,0.050611,0.046042,0.059293,0.167823,0.237139,0.193414,0.087837,0.026151,0,0.075765,0.000977,0.000357,0,0,0.012296,0.000237,0
0.053701,0.009109,0.422579,0.000059,0.009109,0.757919,0,0.063545,0.044639,0.040909,0.02026,0.032133,0.184097,0.280637,0.2068,0.086142,0.044631,0,0.085573,0.00094,0.000758,0.000029,0,0.016899,0.000179,0
0.071591,0.018168,0.116018,0.000117,0.018168,0.964664,0,0.195203,0.063931,0.050911,0.040634,0.076684,0.176614,0.282873,0.30054,0.082575,0.026151,0,0.054365,0.00093,0.002062,0,0,0.00776,0.000219,0
0.062272,0.010914,0.391943,0.00007,0.010914,0.770632,0,0.081132,0.045198,0.042926,0.032725,0.06268,0.230959,0.338244,0.262066,0.086499,0.043906,0,0.048636,0.000569,0.000719,0.00001,0,0.007894,0.00008,0
